title,tags
Trapped in a Webnovel as a Good-for-Nothing,"while work overtim through sever nights, i fell asleep for a short while. when i woke up, i seem to be possess the villain of the webnovel i wa reading. ""well, how typic cliché... to the point where i'd end up dead if i were to follow the predetermin fate. darn it."" i need to find a way to survive. more.[""i'm alon in a novel ; the trash of a fantasi novel ; trap in a webnovel as a good-for-noth ; trap in a webnovel as a trash ; 나 혼자 소설 속 망나니"", 'arlg - so yu-hyun', 'ongoing', 'action - adventur - fantasi - webtoon - manhwa']"
Dungeon Odyssey,"the descend of mankind, born in the labyrinth and rais on the milk of monsters, possess special strength and strong bodies. when they return to earth, mankind refer to them as dungeon babies. among them, kim jinwoo wa born in the deepest labyrinth. “i never tri to becom strong, i just want to live.” from the lowliest excav to the king of the labyrinth, hi life stori is now more.['dungeon experi book ; 던전 견문록', 'glumph - son min-woo', 'ongoing', 'action - adventur - drama - fantasi - shounen - manhwa']"
Be A Boss By Spending Money,"in the fast-pac world, the prodig system is bound, and if you don't spend money you have to be tie like a dog. even if the task is to spend money to abus the scumbag, it is necessari to ensur the physic and mental health of the littl dog. gu chu zheng' heart is collaps and reject it. never heard of it but she ha no choice, the system is too powerful. gu chu zheng, she can onli tell more.['yu wen manhua', 'ongoing', 'comedi - fantasi - romance']"
"Leveling Up, By Only Eating!","the main charact is stricken by a rare condit that affect onli two peopl in the entir world, bulim deficiency. he organ hi daili meal to survive, but hi hope of surviv grow dimmer as the day go by. he consult a doctor, who suggest play the altern realiti game ‘athens’, where he can eat as must as he want without gain ani weight. he play the game to sav more.['gourmet game ; i level up, by eating! ; level up through eat ; level up, by onli eating! ; meshi dake kutt level up ; 吃貨的私房升級餐 ; 我靠美食来升级 ; 飯だけ食ってレベルアップ ; 밥만 먹고 레벨업', 'park min gyu', 'ongoing', 'fantasi - webtoons']"
"I’m the Stepmother, but my Daughter is too Cute","i end up possess the bodi of a stepmoth in a fairytale, who wa so jealou of her stepdaught that she poison her and wa execut by her husband. as i wa get along and shower my cute and love stepdaughter, blanche, with love… “that' strange. sinc when did your wife treat your daughter so preciously?” …mi idiot husband kept get in my way! more.[""not-sew-wick stepmom ; aku seorang ibu tiri, namun anakku sangat imut ; i'm a stepmother, but my daughter is just too cute! ; i'm onli a stepmother, but my daughter is just so cute! ; i'm the stepmother, but my daughter is too cute ; pamuk prensesin üvey annesi ; solo soy una madrastra pero mi hija es tan linda ; ฉันเป็นแม่เลี้ยงนะ แต่ลูกสาวน่ารักเกินไปแล้ว ; 明明是继母，但女儿也太可爱了 ; 継母だけど娘が可愛すぎる ; 계모인데 딸이 너무 귀여워"", 'ir - mogureng', 'ongoing', 'comedi - fantasi - histor - shoujo - webtoon - manhwa']"
Don't Provoke the Contract Wife,"shi xia ben is the envi of the presid ‘s wife, but did not expect that behind the scene is a contract marriage. the three-year deadlin is approaching, but the presid of ao jiao ha propos “let’ realli do a fake show”. what if my husband doe not act accord to the contract?shi xia ben is the envi of the presid ‘s wife, but did not expect that behind th more.['契约冷妻不好惹', 'uji anim is an origin comic studio', 'ongoing', 'drama - mysteri - romanc - slice of life - tragedi - webtoons']"
It all starts with playing game seriously,"even an ant can make a comeback in life, if he work hard.noth is fated, you and i can both be a black horse. game ( yuan world) descend in reality, player obtain character' ability, the world henc gone into chaos. hide hi intent to win but scare of die liu yi reincarn , first of all, he need to start to take game serious and overcom hi fear and not be scared, so he more.['路人甘', 'ongoing', 'action']"
Dragon Master of the Olden Days,"a wasteland with rampant wild beasts, humanity' abil to surviv is dropping. su heng unexpectedli obtain knowledg from the olden day and the magic , from now on, the counterattack begins. hatch beast eggs, obtain a high level bloodlin unobtain by most, obtain skill to recreat combat power that won't be seen in the next hundr year and use the ""secret dragon transforma more.[]"
Toaru Kagaku no Mental Out,"the tokiwadai student council elect is approaching. shokuh misaki, one of the lead candidates, is in the midst of an elect campaign in spite of her own expect due to the peopl around her and the fate of be the head of the largest clique...!! more.[]"
Never Die Extra,"extra die everi day in variou way in the game .he wa an extra when he reincarn into the game.i’l never die. never.“let’ get started.”evan had come to a conclusion.h tap hi cheek as a way of signal to himself that he had made up hi mind.h would becom a charact who never dies. more.['neverdi extra ; 죽지 않는 엑스트라', 'toy car (토이카) - s (에스)', 'ongoing', 'action - adventur - comedi - fantasi - harem - shounen - manhwa']"
Ladies Prefer Menservants,"qin luoyi wa set up by her sister and ha a one-night stand with a man at bar! she wa banish from the famili and to make up for her reputation, she wa advis to marri the man she slept with. luckily, qin luoyi bump into that man at bar again. think he work here as a manservant, qin luoyi ask bluntli whether he want to start a contract marriag with her. and the man be like ""fine, more.['whtcomic', 'ongoing', 'romanc - manhua']"
The Price of Breaking Up,"clearly, god must have been joke when he sent down anoth oracl proclaim that “the companion of hi royal highness, the crown prince, is to be the preciou daughter of marqui lurhtella.” how could the oracl be mistaken? as soon as i wa born, i wa select to be the crown princess and have spent my entir life train to be a great empress one day, but everyth chang overnight: my p more.['파혼의 대가 ; the price of separation', 'aidela - arc - studio inus', 'ongoing', 'drama - fantasi - romanc - webtoon - manhwa']"
"My Butler, Not Lover","deal with three job daily. a mountain of stress and a pigsti to call home are the onli thing wait for twenty-five-year old jiun at the end of her work. until one day, a stuf doll find her way into her arms– and with this, she' abl spoil herself with the housekeep of nam doyoon, south korea' top actor…?! more.['mi butler, not lover', 'xuann (슈안)', 'ongoing', 'comedi - drama - romance']"
Tycoon’s Goddess Contract System,"xiao lin, the young master of the tycoon family, becam a super neglig overnight. the twelv gold hairpins, the princip and the deputy, are all elit goddess from all walk of life. xiao lin can onli continu hi life if he complet the contract with them. so xiao lin wa forc to embark on the path of the hunt goddess. more.[]"
I’ll be Taking a Break for Personal Reasons,"i'll be take a break for person reason manhwa, ,the creator is on hiatusi am a failed, third-rat webnovel author, yu ill-shin. don't start pray at me just in case becaus you think i'm a god. it' just my name. thi foul world where onli hunter are appreciated. but even if you awaken as a hunter, not all hunter end up the same. a life depend on hunter rank, which normal wouldn more.[]"
Managing a Wild Idol,more.[]
Mao,"the stori is set in a ""land where two world intersect,"" and it center on ""a strang romanc between a boy and girl who meet by fate.""(from ebookjapan):onmyoji and yokai? a girl' bizarr taisho romance! when she wa in the first grade of elementari school, her whole famili wa involv in an accident, but she is the onli one who survived. in her third year of junior high school, she pass more.['mao ; マオ ; 摩緒 ; หาญสู้พลิกชะตาอาถรรพณ์', 'takahashi rumiko', 'ongoing', 'action - adventur - comedi - drama - fantasi - histor - horror - martial art - medic - mysteri - psycholog - romanc - school life - shounen - slice of life - supernatur - tragedy']"
A Sunny Night Walk,"hyun jihwan is an aspir musician who can teleport. one day, he take a trip to germani on a whim, and is discov by nigel ernst kerne. ever sinc that fate encounter, jihwan begin to frequent visit nigel, who shower him with good hospit and affect in return. but as the visit becom more frequent and nigel begin to want more of him, jihwan isn't sure if thi uniqu doubl lif more.['a walk in the bright night ; bright night walk ; walk at a bright night ; 해 밝은 밤의 산책', 'nada - shinryo', 'ongoing', 'drama - fantasi - romanc - shounen ai - webtoons']"
Garfield's Revenge,"li zhenruo never thought he would be the first to be kick out of the li family' intern struggl between brothers. if that wasn't enough, he then lost hi life in a meticul plan ""accident"". however, thi wa not the end for li zhenruo. after wake up, he discov that he had turn into a garfield cat, give him the opportun to return to the li famili and investig the truth o more.[]"
Ore wa Lolicon ja Nai!,"shouji osamu is an elementari school teacher fresh out of colleg about to embark on hi first day. at the school gate, he wa suddenli hug by chise, a girl he doesn't recogn who seem to know him. he later find out that chise is a fifth-grad student in hi class, and that she live in the same apart build as he does. dure a late-night rendezvous, he learn that noth about more.[""i'm not a lolicon! ; 俺はロリコンじゃない！"", 'uran', 'ongoing', 'comedi - harem - romanc - school life - seinen - supernatural']"
Gal Assi,"mie is a dull high school student who happen to be a profession manga author. he hire an assistant, but the person who came is the number one gal in hi class! despit her look though, she' extrem good at what she does, and work with her is exciting, stimulating, busy, and fun!! more.['g assist ; ぎゃるアシ', 'shota kuda', 'ongoing', 'comedi - romanc - shounen']"
Solo Max-Level Newbie,"solo max-level newbi is a manga/manhwa/manhua in (english/raw) language, action seri is written by updat thi comic is about jinhyuk, a game nutuber, wa the onli person who saw the end of the game [tower of trials]. however, when the game' popular declined, it becam difficult for him to continu make a live as a game nutuber. sinc he alreadi saw the en more.['나 혼자 만렙 뉴비 ; solo max-level newbi ; i am the top ranker newbi ; ผู้เล่นหน้าใหม่เลเวลแมกซ์ ; 俺だけレベルmaxなビギナー ; нуб максимального уровня ; i’m the max-level newbi ; 我独自满级新手 ; 滿級新手 ; na honja mallep newbie', 'wan.z - maslow (메슬로우)', 'ongoing', 'action - fantasi - webtoon - manhwa']"
The Knight King Who Returned With a God,i return to earth after hunt demon in the otherworld for three hundr years. but i did not return alone. more.[]
It's Not Easy Being the Ice Emperor's Daughter,"princess dia of the freig empir wa kill by her father, the emperor, on her 17th birthday. afterward, the emperor embrac her daughter' corps and freez the world to destruction.anna, an offic worker of a black company, wa read a novel with a tragic end befor she went to bed.when she wake up the next morning, she ha becom dia in her novel! ?of course, her father is more.[]"
The Reincarnation Magician Of The Inferior Eyes,"abel wa a geniu magician who held immens power in a world where the color of your eye indic how power you are. however, the strength that came with hi amber eye wa so great, even hi comrad look at him with fear and contempt. he therefor decid to transfer hi soul far into the future, hope to find a paradis that accept him. he would soon f more.[]"
Path of the Thunder Emperor ~becoming the Strongest in Another World With [Thunder Magic] Which Only I Can Use!,"what i have in my hand is ""thunder magic"" that onli i can use...!th adventur stori of a boy who wa reborn as the one and onli lightn magician to becom the strongest in a differ world begin now! more.[]"
Artiste,"in paris, ""chef"" is call ""artist"". gilbert is a young man work in a restaur in paris. he is demot from cook to dishwash due to work troubles. but hi encount with marco, a newcomer, thing begin to change. thi seri began as a web comic on the author' pixiv account. three chapter were compil and releas as doujinshi and then publish by shinchosha more.[]"
The Heroine Wants Me As Her Sister-in-Law,"i am in the world of a r19 novel base on a littl red ride hood that eat wolves. the problem is that my younger brother is a wolf. i hid us deep in the forest where red ride hood wouldn't find us, and we'r go to escap to the human world safely! but one day, i found a child collaps in the snow and brought her home in order to treat her. but the girl happen to be the femal lead: the more.[""th femal lead turn me into her new sister ; the heroin ha her eye on me as her brother' wife ; 여주인공이 나를 새언니로 점찍었다"", 'chae yoohwa - yeongyeon - gyeolhae', 'ongoing', 'drama - fantasi - histor - romanc - shoujo']"
Shijuu Kara,"manga artist watanuki shinobu resolv to becom a full-tim housewif on the occas of moving, but decid to write manga anew when her past work are digit and becom hits. at 40, she tackl her dreams, her work, and her love for the handsom young 22-year old tachibana chiaki. in shinobu, a wife and mother live with her husband and son, the author depict the worries, conflicts, and an more.['シジュウカラ ; 四十雀 ; begin at 40 ; start at 40 ; from 40', 'sakai eri', 'ongoing', 'drama - josei - romanc - slice of life']"
"Kanojo, Okarishimasu","kinoshita kazuya dump for anoth guy, he hire mizuhara chizuru from an app call diamond to be hi girlfriend to make himself feel better. more.[""女朋友、借我一下 ; 彼女、お借りします ; 여친, 빌리겠습니다 ; i'd like to borrow a girlfriend"", 'miyajima reiji', 'ongoing', 'romanc - school life - shounen']"
Sensory Sharing Maid-san!,the daili life of slightli lewd and cute maids. more.[]
Maseki Gurume: Mamono no Chikara o Tabeta Ore wa Saikyou!,"in thi world, it' onli me who can get stronger by eat magic stones! at one point, i receiv an offer to have a smooth life reincarn from the goddess-sama... but the skill i got as a prize is toxin decomposit ex. ugh, what a plain skill! it so piti that even my own famili make fun of me... however, one day i realiz that becaus of thi skill effect, i c more.['魔石グルメ 魔物の力を食べたオレは最強！,魔石グルメ 魔物の力を食べたオレは最強!, 魔石グルメ ～魔物の力を食べたオレは最強！～', 'yuuki ryou - kenji sugawara - chisato naruse', 'ongoing', 'action - adventur - fantasy']"
STAND BY ME,"amou is a suit actor who is often releg to minor role due to hi small statur and baby-fac appearance. yet even behind the mask, tatsunari, an avid spectat of hero shows, notic andou' captiv presence. upon realiz this, amou' heart swell with indescrib fulfillment... brace yourself for a roller-coast of emot in thi charm tale! more.['kyosho', 'ongoing', 'erotica']"
Basilisk: Ouka Ninpou-chou,"the battl for success that continu for three gener of shogun in the keichou era culmin in a gruesom battl of ninja art between the kouga and iga clans. amidst a rain of flower petals, a man and woman who had decid to live for love were separ onc again, beauti in their transience.however, it is said that by the hand of hattori hanzo' adopt son, kyouhachirou, the more.[]"
Yoroizuka-san wo Baburasetai,"kurumi is a shi and easili embarrass high school girl with a strong imagination. her girlfriend is a cool, iron-fac offic worker, ms. yoroizuka, who doesn't show much emotion. in order to get the older woman to indulg in her, kurumi tri all sort of thing to spoil ms. yoroizuka, but...? more.[]"
Hard-Carry Support,"top ranker of the forgotten game ‘asra’, seohyun return to domin in the newborn asra-bas virtual realiti game, ‘asrian’! but when he pick the job that he thought wa focus on damag dealing… [congratulations! you’v chosen the hidden job, ‘support!’] he end up becom the greatest support player! thi is the start of seohyun’ revolutionari gameplay! more.['hard carri support ; 하드캐리 서포터', 'honghyeon ; nelpi ; raporte', 'ongoing', 'action - fantasi - manhwa']"
I’m Actually a Cultivation Bigshot,"the immort dao is ethereal, and immort are hard to find.li nianfan had descend into the cultiv world as a mortal. after learn that he ha no hope in cultivation, he onli want to live a peac life.howeverth dog he adopt becom a demon king of a gener when it see hi poem and paintings. it manag to suppress an entir world.th tree he plant behind hi hous becom a more.[""yuan lai wo shi xiu xian da lao ; i am a cultiv bigshot ; i'm actual a cultiv big shot ; i'm actual a cultiv bigshot ; so i am the godfath of immort cultiv ; turn out i’m a great cultiv ; yuán lái wǒ shì xiū xiān dà lǎo ; 原来我是修仙大佬"", '乱室佳人 - 绘世tony', 'ongoing', 'action - comedi - drama - fantasi - harem - martial art - slice of life - manhua']"
Jujutsu Kaisen,"yuuji is a geniu at track and field. but he ha zero interest run around in circles, he' happi as a clam in the occult research club. although he' onli in the club for kicks, thing get seriou when a real spirit show up at school! life' about to get realli strang in sugisawa town #3 high school! more.['呪術廻戦 ; jujustu kaisen ; sorceri fight', 'akutami gege', 'ongoing', 'action - shounen - supernatural']"
Regarding That We Decided to Live in the Countryside With The Female Knight Who Came to Us,"saeki kanji, 32 year old and still single, is live in the japanes countryside, which is in decline. after graduat from univers with a degre in econom he took a job as a salari man in a lead compani in tokyo, but retir when he inherit the famili farm in miyama villag when hi parent pass on. he soon took to the life of a simpl farmer. one day a beauti woman more.['orenchi ni kita onna kishi to inakagurashi surukotoninatta ken ; orenchi ni kita onna kishi to inakagurashi surukotoninatta ken ; orenchi ni kita onna kishi to: inakagurashi suru koto ni natta ken ; the matter regard the femal knight who came to live with me in the countrysid ; 俺んちに来た女騎士と 田舎暮らしすることになった件 ; how i came to live out in the countri with a femal knight who show up at my place', 'sakuta - akino kakashi', 'ongoing', 'comedi - cook - drama - fantasi - romanc - shounen - slice of life - isekai']"
My Daughter is the Final Boss,"my daughter destroy the world. at the the end of the crossroad, i end up die helplessly. however, when i woke up, i saw my five-year-old daughter in front of me. prevent seol-ah’ five misfortunes. (0/5) i wa given anoth chance. if i fail in rais her well, the world will be destroyed. more.['내 딸은 최종 보스 ; моя дочь — финальный босс', 'rk studio (rk스튜디오) - geulsseunya (글쓰냐)', 'ongoing', 'action - adventur - fantasi - romanc - manhwa']"
Ranker Who Lives A Second Time,"yeon-woo had a twin brother who disappear five year ago. one day, a pocket watch left by hi brother return to hi possession. inside, he found a hidden diari in which wa record “bi the time you hear this, i guess i will be alreadi dead….” more.['second life ranker ,the ranker who live twice,ранкер, который живёт второй раз/ 두 번 사는 랭커,두 번 사는 랭커', 'sa doyeon - nong nong', 'ongoing', 'action - adventur - fantasi - webtoons']"
A Rich Lady,"myung-woon, a waiter at a host bar suffer from the hardship of life due to hi extravag nature, land a job as a privat driver for a rich family. more.['일확천금 그녀 ; ilhwakcheongeum geunyeo', '별하마루', 'ongoing', 'harem - seinen - pornographic']"
Love Rebooted,"it’ been a while sinc all android have been outlawed. soojung’ never been one for technology, let alon androids. so it’ a big surpris when her sister get her a new job… and it’ to keep an eye on her illeg android. soojung feel uncomfort around him as it is. he’ weirdli too polite, ha no emot in hi eyes, and he hasn’t even got a name. but what soojung doesn’t know yet is that more.['cold human ; love reboot ; 차가운 인간', 'hwangji', 'ongoing', 'comedi - drama - romanc - sci fi - shoujo']"
Masamune-kun no Revenge: Engagement,"it' been one year after makab masamun and adagaki aki got together, and they'r temporari on a distant relationship when aki move to sapporo to attend university. koiwai yoshino, who continu live at aki' house, final got accept into juntama univers after fail their entranc exam last year, and she reunit with makabe, now a second year student here. however, troubl immedi more.[]"
If My Wife Became an Elementary School Student,"the trial and tribul of a singl father, who one day meet the reincarn of hi deceas wife. more.['妻、小学生になる,아내, 초등학생이 되다.,tsuma, shougakusei ni naru.', 'yayuu murata', 'ongoing', 'comedi - drama - romanc - seinen - slice of life']"
The Demon Prince goes to the Academy,"the demon princ goe to the academyat i die while i wa read hate comment on my novel.i wa alreadi in shock over my death, but some grim reaper' appear and told me that be a bad writer wa a sin. to aton and make it into heaven, i wa told i need to surviv past the end in one of my novels.and so, i enter the novel the demon king is dead'""da** it all!! whi did thi have to happ more.['마왕은 학원에 간다', 'geul jengi s - ronopu', 'ongoing', 'adventur - comedi - drama - fantasi - romanc - webtoon - manhwa']"
Moon Worm,the univers is invad by destruct forces. an organ determin to control such forces; an investig commit to seek the truth behind hi childhood nightmares; a cold-fac woman shoulder her family' curse... a terrifi tale ha unfold in the mysteri town. more.[]
Embrace My Shadow,"embrac my shadow the encount between an innoc girl and a cold president, a danger but addict love game. the conspiraci and love about nobl and power families, fast pace and rich plot, a highli recommend bossi presid comic. a transact bind her and the noblest yet most aw man together, in the daytime, she’ one of the ordinari girls; but at night, she can’t es more.['名门挚爱', 'kuaikan manhua - nianhuarexiao/hongshu+ros studio', 'ongoing', 'romanc - shoujo']"
the book eating magician,"a student at the magician' academi with littl talent, but all the knowledg one would expect of a scholar. he soon gain the power to obtain skill from book directly. he is the book eater.= more.['th book eat magician ; book eater', 'theodor miller', 'ongoing', 'action - adventur - fantasy']"
Shinja Zero no Megami-sama to Hajimeru Isekai Kouryaku,"after hi class get buri aliv on their way back from a school trip, 18 year old makoto takatsuki and class get transport to anoth world. unlik the rest of hi classmat who gain power abilities, makoto bare gain ani power. ""thi other world is unbalanced!"". with the threat of a great demon lord rise again and a goddess with zero followers, can makoto make hi way thro more.[]"
Henai Girl,"super rich ojousama, aiu eiko is passion in love with her classmate, nagi nagisa. the daili life of a littl weird high school girl. more.[]"
Boy's Abyss,"in a town with nothing, in the middl of a daili life with seemingli no sign of change, high schooler reiji kuros wa ""just"" living. family, dream for the future, childhood friends. all of them were bind him down to that city. he thought he would ""just"" keep on live like that. until he met her. is there hope in living? is there light wait ahead? it' the start of more.['shounen no abyss ; бездна подростка ; 少年のアビス ; 소년의 어비스 ; world end boy meet girl ; юношеская бездна ; केटाको रसातल', 'minenami ryo', 'ongoing', 'drama - psycholog - romanc - school life - seinen - slice of life - tragedi - erotica']"
Handcuffs Remastered,not found... more.[]
Łucja of Steel,"in the countri of steam polska there' a yearli steam-pow armor tournament and whoever win get to be proclaim ""steam knight king"". femal knight lucja is a contend but, unlik other warriors, she onli use her armor hand to fight. more.[]"
I’m a Fake Saintess but the Gods are Obsessed,"i reincarn into the bodi of a fake saintess who will die when the real saintess appear five year later. if i were to gather the monthli allow given to the saintess i can at the veri least buy a building! but while i wa care set up a plan to run away after play the role of the saintess... ""choos me, or else..."" ""i prepar a prison just for you. my goddess&quo more.['just a fake saint / 가짜 성녀인데 신들이 집착한다', 'juny - nasang', 'ongoing', 'drama - fantasi - histor - romance']"
Comes In Threes,not found... more.[]
The Elegant Sea of Savagery,"irina nodiac, the eldest daughter of the marquis, wa entrust to count elenoa schuberg after her father' busi continu to fail. all right were hand over to elenoa, whom she ha known sinc childhood. ""you belong to me. so don't go mess around."" ""are you treat me like an object?"" however, even though she becam a maid, her reput of a ""crazi bit more.['우아한 야만의 바다 / the eleg sea of barbarism', 'tilda kim', 'ongoing', 'drama - fantasi - josei - romanc - manhwa']"
"Come here, I’ll carry you to play","“please…hold me.” “but, sir…” il-yeon ha left home to do a task at hi father’ request. he ha come back to a place he hasn’t been in in ten years. my, how thing have changed. and he can’t wait to see some familiar old face again. but suddenly, one night il-yeon is overwhelm by a debilit sickness. no, it can’t be…not here…not now… it’ that sick that consum hi entir bodi with more.[]"
Ghostbuster Osamu,"veng spirit is a mass of emot that cling to thi world with a grudge. in the grow modern world, veng spirit with variou ""grudges"" were born, and there were also exorcist who special in that particular field. the wild ""shitti big emotion"" that the exorcist osamu face is... a fangirl?! she love manga and anime, and she calm rage spirits. a gag seri featur a contempor more.[]"
Paranoia Cage,"about a femal mangaka name mizuki who along with her staff, contempl the best method to develop a good porn manga.about a femal mangaka name mizuki who along with her staff, contempl the best method to develop a good porn manga. more.[]"
I Fell in Love in a Horror World,"how long can wen qiqi, a low-rank player who' pretti much dead last, surviv within a horror game? to her surprise, not onli doe she manag to surviv and further her career, she also find love while clear levels. more.[]"
I Used to Be a Boss,"baphomet, boss of the tower of abyss, is reborn as a human after becom enviou of the hunter who are alway tri to kill him. in hi newfound form, baphomet is free to seek new form of entertain in the outsid world. more.['보스였음 ; boss-yeosseum', 'lucks', 'ongoing', 'action - fantasi - seinen']"
Max Level Player,"the virtual realiti game, olympus.a mean to support realiti after all the knowledg and record accumul by mankind had disappear overnight.mi real life start now!'absolut evil appear in such a world! more.['max talent player ; max level player ; talent player ; 만렙 플레이어', 'bichu - nelpi - daon studio', 'ongoing', 'action - adventur - comedi - fantasi - harem - manhwa']"
The Breaker: Eternal Force,"ha jae, who’ contempl death on the rooftop due to bullying. a senior appear befor him and suddenli push ha-ja off?! but, he wake up safe in the nurse’ offic in school. ha-jae’ retali against the bulli that the delinqu have start again end in failure… but, siwoon appear befor him yet again and coach ha-ja to defeat the delinqu in one strike use hi fist. more.['th breaker season 3 ; etern forc ; 이터널 포스', 'jeon geuk-jin - park jin-hwan', 'ongoing', 'action - martial art - school life - shounen - manhwa']"
The Dark Mage’s Return to Enlistment,"minjun kim, an ordinari high school senior in korea, wa suddenli summon to anoth world, where he becam a dark mage. determin to return home, he overcam all sort of hardship and save the other world with black magic befor leav all hi wealth and glori as a hero behind to return to earth. however, befor he could fulli enjoy hi life, a problem arose. a dungeon break had oc more.['return to the day i join the armi ; i returned, but it wa the day befor my enlist ; 귀환했는데 입대 전날이다', ""golden dove - o'comic"", 'ongoing', 'action - adventur - fantasy']"
Tsuihou Suru Gawa no Monogatari,"""exile"" and you'r weakened!? a ""do-over"" fantasi of a fail party!""stardust"", an up-and-com party, in order to aim even higher, expel est, a “burden” of the parti members.but as a result, the parti is weaken and est is awakened!in thi ""serv you right!"" situation, a swordsman with zero motiv and zero pride rise to the occasion!thi is a stori about the ""aftermath"" o more.[]"
Edelweiss,"a collect of short stori which contains:- **edelweiss** (エーデルワイス) - a tale center on one man, hi one-sid love, and the edelweiss, the flower that alway evad him. - **first love** (初恋, hatsukoi) - adapt of turgenev' novella of the same name. - **selena' grief** (セレナのなげき, selena no nageki)- **venu dream** (ビーナスの夢, venu no yume)- **peacock stone** (くじゃく石, kuj more.['エーデルワイス', 'mizuno hideko', 'ongoing', 'drama - histor - romanc - shoujo - tragedy']"
Saihate ni Madou,"after hi littl sister got rape & kill herself, a teenag boy took reveng & kill her rapist in return. 7 year later the boy' releas from prison, determin to kill himself due to insuffer guilt but then he' confront by the rapist' daughter. a dramat tale of guilt & atonement. more.[]"
Otaku Grandma,"more.['オタクばあちゃん ; otaku bāchan', 'date shinobu', 'ongoing', 'comedi - slice of life']"
I Just Want To Mooch Off Your Luck,"after be reborn, zhao mingxi had no choic but to mooch off of fu group' young master' luck to avoid death by termin illness. although hi ear would turn so red as if they'r bleed whenev he see her, he still keep up an act of pride indifference: ""can you stop be so clingy?"" the next day, zhao mingxi realli did leav to mooch off of someon else' luck. the small dog bow hi more.[]"
Kara no Kioku,"between a recent move to tokyo and the first day of high school, rei start hi day fill with anxieti and insecurity. hi nervous accompani him to the classroom, where amidst the classroom chatter, rei is suddenli struck with a strang dream, follow by an ach in hi chest. onc he wake up, rei is greet by a small creatur stand on hi desk. pass it off as part of h more.['memori of the void ; void memori ; 虚の記憶', 'eve - newo', 'ongoing', 'school life - shoujo - slice of life - supernatural']"
Asahina-san no Bentou Tabetai,"it wa sure not love, but it wa definit love. one day, high school student seiya maki fell in love at first sight with a bad-look lunch box prepar by the most beauti girl in her class, arisa asahina. ""i want to eat your lunch, so i want you to go out with me"". arisa feel ridicul by hi confess and angrili reject seiya, but she is gradual drawn to hi unabash innoc and more.['朝比奈さんの弁当食べたい', 'youshi naoki', 'ongoing', 'drama - romanc - school life - seinen']"
Hontouni Subete Ushinau TS Musume,"more.['本当に全て失うts娘 ; 本当に全て失う予定のts娘', 'meriken', 'ongoing', 'drama']"
Lookism,"park hyung suk, overweight and unattractive, is bulli and abus on a daili basis. but a miracl is about to happen... hihi you may also like: + my id is gangnam beauti more.['외모지상주의 (korean)', 'park tae joon', 'ongoing', 'comedi - drama - romanc - school life - slice of life - webtoon - manhwa']"
Sky Sword God,"base on the great natur law, the strong is invincible. the antediluvian method of elixir shine the mountain and rivers, the all-conqu treasur sword annihil the univers and transmigration, and the blood vessel of shura ruin the supremaci of everi realm. inherit from the mandat of heaven, and practic unriv skills, nan qin overwhelmingli start hi own travel toward the more.['ski sword god ; heaven defi god of sword ; marvel hero of the sword ; nghịch thiên kiếm thần ; 逆天剑神 ; 각성검신', 'hangman - jiaji mei dou', 'ongoing', 'action - adventur - comedi - fantasi - histor - mysteri - sport - manhua']"
Heavenly Inquisition Sword (Nine Heavens Swordmaster),"“he is the master of the nine heavens.” yeon jeokha wa the child of a second wife. vicious bulli by hi father’ first wife and hi siblings, he wa later imprison in a warehous after hi father die of illness… it ha been ten year sinc hi escap after he had learn martial art that were out of the world. “i regard the yeon famili with great bitterness.” the unstopp adventur more.['nin heaven swordmast 九天究剑 九天究劍 구천구검; heavenli inquisit sword (nine heaven swordmaster)', 'cardok - jo jin young - saint nine', 'ongoing', 'action - adventur - drama - fantasi - histor - martial art - shounen - manhwa']"
I’m Not the Final Boss’ Lover,"when our protagonist becom the game charact jun karentia, she think she ha it made. she may be just a lowli support mage but with her knowledg of the game, she know she can finagl her way to the good end follow around the main character, fabian. the problem?.. thi game doesn’t end after one playthrough. jun is prepar to guid fabian through the secon more.['최종 보스의 애인이라니 오해입니다', 'ken - gahwi - whynotme', 'ongoing', 'adventur - comedi - drama - fantasi - romanc - shoujo']"
Match Made in Heaven by Chance,"‘how long have i been lay down at home…?’ han jia, who is turn 32 thi year (she’ a freelanc who’ still doesn’t have a full-tim job/jobless), suffer becaus of the pressur given by peopl around her that keep tell her to get married. around the same time, jin mincheol, her childhood friend who came to jia’ hometown for holiday, is have the same problem. then, the two peopl got more.['mayb meant to be ; accident heavenli match ; match made in heaven by chanc ; quizá fue el destino ; 偶然成了天生一對 ; 어쩌다보니 天生緣分 ; 어쩌다보니 천생연분', 'honey skein - damcho', 'ongoing', 'comedi - josei - romanc - manhwa']"
My Husband Hides His Beauty,"there is a family, who for generations, were rumor to be monsters. the lord of the halstead castle, erden. he adorn a mask to hide hi scari face. leticia, who wa sent to marri lord halstead in place of her sisters, began to be refer to as ‘the woman who marri the monster’ and wa piti by others. but there is a secret that they don’t know. “i’m alway grate more.['정연', 'ongoing', 'fantasi - histor - romance']"
Relife Player,"noh eunha. after lose hi famili and close off hi heart, he just want to kill the monster he loathed. i regress befor my life came to an end in the deepest part of the that wa imposs for mankind to raid. sinc i’v been reborn as a baby, let’ make thi life different. i will do anyth for the sake of my happiness. i’ll kill in order to live, and i’ll do more.['re: life player ; re:lif player ; 리라이프 플레이어', 'siyun - studio maru', 'ongoing', 'action - adventur - fantasi - shounen - manhwa']"
